address_id,street_number,street_name,zip,city_state_id
12523,433,Highland Avenue (S),98027,26406
12524,8352,Highland Avenue (S),98027,26406
12525,6272,Meadow Lane (S),03101,15934
12526,4192,Hillcrest Road (S),30030,4135
12527,2112,Lincoln Street (S),03101,15934
12528,32,Willow Avenue (S),03101,15934
12529,7951,Willow Avenue (S),45342,19108
12530,5871,Cherry Lane (S),30030,4135
12531,3791,Forest Drive (S),45342,19108
12532,1711,Adams Street (S),90620,1724
12533,9630,Adams Street (S),30030,4135
12534,7550,Valley Road (S),30030,4135
12535,5470,Spring Street (S),07081,16514
12536,3390,Magnolia Avenue (S),21030,10149
12537,1310,Maple Avenue (S),90601,2761
12538,9229,Maple Avenue (S),80902,2872
12539,7149,Oak Street (S),76001,23595
12540,5069,Lakeview Drive (S),76001,23595
12541,2989,Pine Street (S),03101,15934
12542,909,Cedar Lane (S),07974,16378
12543,8828,Cedar Lane (S),07974,16378
12544,6748,Washington Avenue (S),98027,26406
12545,4668,Park Road (S),27514,14296
12546,2588,Sunset Boulevard (S),07950,16356
12547,508,Riverside Drive (S),07950,16356
12548,8427,Riverside Drive (S),80902,2872
12549,6347,Highland Avenue (S),76001,23595
12550,4267,Meadow Lane (S),98027,26406
12551,2187,Hillcrest Road (S),21014,10087
12552,107,Lincoln Street (S),21014,10087
12553,8026,Lincoln Street (S),27601,14703
12554,5946,Willow Avenue (S),45324,18833
12555,3866,Cherry Lane (S),98027,26406
12556,1786,Forest Drive (S),76001,23595
12557,9705,Forest Drive (S),76001,23595
12558,7625,Adams Street (S),27601,14703
12559,5545,Valley Road (S),30030,4135
12560,3465,Spring Street (S),76001,23595
12561,1385,Magnolia Avenue (S),07950,16356
12562,9304,Magnolia Avenue (S),27601,14703
12563,7224,Maple Avenue (S),21014,10087
12564,5144,Oak Street (S),76001,23595
12565,3064,Lakeview Drive (S),03101,15934
12566,984,Pine Street (S),03101,15934
12567,8903,Pine Street (S),98020,26338
12568,6823,Cedar Lane (S),27601,14703
12569,4743,Washington Avenue (S),27601,14703
12570,2663,Park Road (S),98003,26359
12571,583,Sunset Boulevard (S),03079,15992
12572,8502,Sunset Boulevard (S),80902,2872
12573,6422,Riverside Drive (S),03079,15992
12574,4342,Highland Avenue (S),07071,16304
12575,2262,Meadow Lane (S),76001,23595
12576,182,Hillcrest Road (S),07071,16304
12577,8101,Hillcrest Road (S),45202,18730
12578,6021,Lincoln Street (S),27601,14703
12579,3941,Willow Avenue (S),27601,14703
12580,1861,Cherry Lane (S),98003,26359
12581,9780,Cherry Lane (S),03060,15949
12582,7700,Forest Drive (S),27601,14703
12583,5620,Adams Street (S),21001,10066
12584,3540,Valley Road (S),03060,15949
12585,1460,Spring Street (S),07068,16474
12586,9379,Spring Street (S),75901,24317
12587,7299,Magnolia Avenue (S),80902,2872
12588,5219,Maple Avenue (S),07927,16115
12589,3139,Oak Street (S),21001,10066
12590,1059,Lakeview Drive (S),07067,16133
12591,8978,Lakeview Drive (S),75801,24501
12592,6898,Pine Street (S),07065,16450
12593,4818,Cedar Lane (S),27601,14703
12594,2738,Washington Avenue (S),80902,2872
12595,658,Park Road (S),07060,16432
12596,8577,Park Road (S),27601,14703
12597,6497,Sunset Boulevard (S),27601,14703
12598,4417,Riverside Drive (S),98011,26257
12599,2337,Highland Avenue (S),98011,26257
12600,257,Meadow Lane (S),80902,2872
12601,8176,Meadow Lane (S),90401,2562
12602,6096,Hillcrest Road (S),75701,24854
12603,4016,Lincoln Street (S),75701,24854
12604,1936,Willow Avenue (S),75701,24854
12605,9855,Willow Avenue (S),80902,2872
12606,7775,Cherry Lane (S),30024,4487
12607,5695,Forest Drive (S),80902,2872
12608,3615,Adams Street (S),80902,2872
12609,1535,Valley Road (S),03054,15940
12610,9454,Valley Road (S),75701,24854
12611,7374,Spring Street (S),80902,2872
12612,5294,Magnolia Avenue (S),75701,24854
12613,3214,Maple Avenue (S),98011,26257
12614,1134,Oak Street (S),27601,14703
12615,9053,Oak Street (S),07885,16573
12616,6973,Lakeview Drive (S),20901,10402
12617,4893,Pine Street (S),75701,24854
12618,2813,Cedar Lane (S),30004,3993
12619,733,Washington Avenue (S),20901,10402
12620,8652,Washington Avenue (S),90401,2562
12621,6572,Park Road (S),20901,10402
12622,4492,Sunset Boulevard (S),07050,16406
12623,2412,Riverside Drive (S),07047,16387
12624,332,Highland Avenue (S),98011,26257
12625,8251,Highland Avenue (S),98011,26257
12626,6171,Meadow Lane (S),03038,15854
12627,4091,Hillcrest Road (S),45202,18730
12628,2011,Lincoln Street (S),07047,16387
12629,9930,Lincoln Street (S),98011,26257
12630,7850,Willow Avenue (S),98011,26257
12631,5770,Cherry Lane (S),30004,3993
12632,3690,Forest Drive (S),90401,2562
12633,1610,Adams Street (S),20901,10402
12634,9529,Adams Street (S),30004,3993
12635,7449,Valley Road (S),98011,26257
12636,5369,Spring Street (S),75701,24854
12637,3289,Magnolia Avenue (S),45202,18730
12638,1209,Maple Avenue (S),27514,14296
12639,9128,Maple Avenue (S),27601,14703
12640,7048,Oak Street (S),80902,2872
12641,4968,Lakeview Drive (S),75701,24854
12642,2888,Pine Street (S),02767,9913
12643,808,Cedar Lane (S),98011,26257
12644,8727,Cedar Lane (S),75701,24854
12645,6647,Washington Avenue (S),75701,24854
12646,4567,Park Road (S),75701,24854
12647,2487,Sunset Boulevard (S),20901,10402
12648,407,Riverside Drive (S),80902,2872
12649,8326,Riverside Drive (S),80902,2872
12650,6246,Highland Avenue (S),90301,2082
12651,4166,Meadow Lane (S),30021,4088
12652,2086,Hillcrest Road (S),07836,16186
12653,6,Lincoln Street (S),30021,4088
12654,7925,Lincoln Street (S),07836,16186
12655,5845,Willow Avenue (S),20901,10402
12656,3765,Cherry Lane (S),27601,14703
12657,1685,Forest Drive (S),98004,26246
12658,9604,Forest Drive (S),07042,16350
12659,7524,Adams Street (S),07042,16350
12660,5444,Valley Road (S),20901,10402
12661,3364,Spring Street (S),02740,9851
12662,1284,Magnolia Avenue (S),07828,16102
12663,9203,Magnolia Avenue (S),07828,16102
12664,7123,Maple Avenue (S),27601,14703
12665,5043,Oak Street (S),75601,24302
12666,2963,Lakeview Drive (S),27601,14703
12667,883,Pine Street (S),90293,2426
12668,8802,Pine Street (S),75601,24302
12669,6722,Cedar Lane (S),98004,26246
12670,4642,Washington Avenue (S),27601,14703
12671,2562,Park Road (S),07828,16102
12672,482,Sunset Boulevard (S),90293,2426
12673,8401,Sunset Boulevard (S),27601,14703
12674,6321,Riverside Drive (S),20901,10402
12675,4241,Highland Avenue (S),20901,10402
12676,2161,Meadow Lane (S),90292,2226
12677,81,Hillcrest Road (S),30014,4113
12678,8000,Hillcrest Road (S),20901,10402
12679,5920,Lincoln Street (S),20901,10402
12680,3840,Willow Avenue (S),07036,16293
12681,1760,Cherry Lane (S),45202,18730
12682,9679,Cherry Lane (S),02720,9726
12683,7599,Forest Drive (S),20901,10402
12684,5519,Adams Street (S),02720,9726
12685,3439,Valley Road (S),80631,2956
12686,1359,Spring Street (S),98004,26246
12687,9278,Spring Street (S),27597,14904
12688,7198,Magnolia Avenue (S),75501,24820
12689,5118,Maple Avenue (S),27592,14886
12690,3038,Oak Street (S),02719,9725
12691,958,Lakeview Drive (S),75501,24820
12692,8877,Lakeview Drive (S),75501,24820
12693,6797,Pine Street (S),07753,16369
12694,4717,Cedar Lane (S),27587,14855
12695,2637,Washington Avenue (S),27587,14855
12696,557,Park Road (S),07747,16323
12697,8476,Park Road (S),02703,9618
12698,6396,Sunset Boulevard (S),80601,2839
12699,4316,Riverside Drive (S),07030,16249
12700,2236,Highland Avenue (S),45202,18730
12701,156,Meadow Lane (S),20901,10402
12702,8075,Meadow Lane (S),75407,24578
12703,5995,Hillcrest Road (S),45202,18730
12704,3915,Lincoln Street (S),75201,23860
12705,1835,Willow Avenue (S),75201,23860
12706,9754,Willow Avenue (S),02494,9850
12707,7674,Cherry Lane (S),98004,26246
12708,5594,Forest Drive (S),07728,16199
12709,3514,Adams Street (S),07030,16249
12710,1434,Valley Road (S),02494,9850
12711,9353,Valley Road (S),75201,23860
12712,7273,Spring Street (S),98004,26246
12713,5193,Magnolia Avenue (S),90277,2472
12714,3113,Maple Avenue (S),75201,23860
12715,1033,Oak Street (S),27560,14621
12716,8952,Oak Street (S),80521,2927
12717,6872,Lakeview Drive (S),07724,16160
12718,4792,Pine Street (S),80521,2927
12719,2712,Cedar Lane (S),45202,18730
12720,632,Washington Avenue (S),80521,2927
12721,8551,Washington Avenue (S),02482,10012
12722,6471,Park Road (S),80521,2927
12723,4391,Sunset Boulevard (S),80521,2927
12724,2311,Riverside Drive (S),07029,16229
12725,231,Highland Avenue (S),20877,10216
12726,8150,Highland Avenue (S),75201,23860
12727,6070,Meadow Lane (S),20877,10216
12728,3990,Hillcrest Road (S),80521,2927
12729,1910,Lincoln Street (S),02478,9632
12730,9829,Lincoln Street (S),80521,2927
12731,7749,Willow Avenue (S),98003,26359
12732,5669,Cherry Lane (S),27560,14621
12733,3589,Forest Drive (S),30004,3993
12734,1509,Adams Street (S),20877,10216
12735,9428,Adams Street (S),20877,10216
12736,7348,Valley Road (S),75201,23860
12737,5268,Spring Street (S),75201,23860
12738,3188,Magnolia Avenue (S),20877,10216
12739,1108,Maple Avenue (S),00601,23970
12740,9027,Maple Avenue (S),75201,23860
12741,6947,Oak Street (S),27555,14599
12742,4867,Lakeview Drive (S),90266,2220
12743,2787,Pine Street (S),80521,2927
12744,707,Cedar Lane (S),27551,14567
12745,8626,Cedar Lane (S),45202,18730
12746,6546,Washington Avenue (S),75201,23860
12747,4466,Park Road (S),24501,25625
12748,2386,Sunset Boulevard (S),20877,10216
12749,306,Riverside Drive (S),27560,14621
12750,8225,Riverside Drive (S),27560,14621
12751,6145,Highland Avenue (S),20877,10216
12752,4065,Meadow Lane (S),02467,9675
12753,1985,Hillcrest Road (S),80521,2927
12754,9904,Hillcrest Road (S),07024,16192
12755,7824,Lincoln Street (S),27559,14612
12756,5744,Willow Avenue (S),20877,10216
12757,3664,Cherry Lane (S),75201,23860
12758,1584,Forest Drive (S),80521,2927
12759,9503,Forest Drive (S),07020,16161
12760,7423,Adams Street (S),07020,16161
12761,5343,Valley Road (S),75201,23860
12762,3263,Spring Street (S),20877,10216
12763,1183,Magnolia Avenue (S),75201,23860
12764,9102,Magnolia Avenue (S),34952,3878
12765,7022,Maple Avenue (S),45140,19050
12766,4942,Oak Street (S),20877,10216
12767,2862,Lakeview Drive (S),75201,23860
12768,782,Pine Street (S),75201,23860
12769,8701,Pine Street (S),90260,2159
12770,6621,Cedar Lane (S),27551,14567
12771,4541,Washington Avenue (S),75201,23860
12772,2461,Park Road (S),24060,25281
12773,381,Sunset Boulevard (S),80521,2927
12774,8300,Sunset Boulevard (S),24011,25793
12775,6220,Riverside Drive (S),20874,10222
12776,4140,Highland Avenue (S),90250,2038
12777,2060,Meadow Lane (S),20874,10222
12778,9979,Meadow Lane (S),23875,25756
12779,7899,Hillcrest Road (S),27545,14523
12780,5819,Lincoln Street (S),07017,16157
12781,3739,Willow Avenue (S),45069,19514
12782,1659,Cherry Lane (S),34787,3969
12783,9578,Cherry Lane (S),90247,1987
12784,7498,Forest Drive (S),02459,9857
12785,5418,Adams Street (S),90240,1885
12786,3338,Valley Road (S),27545,14523
12787,1258,Spring Street (S),02459,9857
12788,9177,Spring Street (S),27545,14523
12789,7097,Magnolia Avenue (S),20866,10117
12790,5017,Maple Avenue (S),20866,10117
12791,2937,Oak Street (S),75201,23860
12792,857,Lakeview Drive (S),23831,25358
12793,8776,Lakeview Drive (S),90240,1885
12794,6696,Pine Street (S),75201,23860
12795,4616,Cedar Lane (S),20855,10175
12796,2536,Washington Avenue (S),07010,16127
12797,456,Park Road (S),75201,23860
12798,8375,Park Road (S),23803,25740
12799,6295,Sunset Boulevard (S),27540,14488
12800,4215,Riverside Drive (S),23803,25740
12801,2135,Highland Avenue (S),23803,25740
12802,55,Meadow Lane (S),23803,25740
12803,7974,Meadow Lane (S),27540,14488
12804,5894,Hillcrest Road (S),27540,14488
12805,3814,Lincoln Street (S),07605,16290
12806,1734,Willow Avenue (S),27502,14202
12807,9653,Willow Avenue (S),75201,23860
12808,7573,Cherry Lane (S),75201,23860
12809,5493,Forest Drive (S),02451,10004
12810,3413,Adams Street (S),00601,23970
12811,1333,Valley Road (S),07601,16218
12812,9252,Valley Road (S),20850,10379
12813,7172,Spring Street (S),45039,19066
12814,5092,Magnolia Avenue (S),80501,3026
12815,3012,Maple Avenue (S),00601,23970
12816,932,Oak Street (S),00601,23970
12817,8851,Oak Street (S),07002,16066
12818,6771,Lakeview Drive (S),07002,16066
12819,4691,Pine Street (S),07002,16066
12820,2611,Cedar Lane (S),27530,14435
12821,531,Washington Avenue (S),23701,25751
12822,8450,Washington Avenue (S),45036,19023
12823,6370,Park Road (S),80498,3133
12824,4290,Sunset Boulevard (S),80461,3017
12825,2210,Riverside Drive (S),75201,23860
12826,130,Highland Avenue (S),34761,3823
12827,8049,Highland Avenue (S),34761,3823
12828,5969,Meadow Lane (S),02451,10004
12829,3889,Hillcrest Road (S),34761,3823
12830,1809,Lincoln Street (S),23690,25954
12831,9728,Lincoln Street (S),34761,3823
12832,7648,Willow Avenue (S),07002,16066
12833,5568,Cherry Lane (S),02451,10004
12834,3488,Forest Drive (S),20850,10379
12835,1408,Adams Street (S),75201,23860
12836,9327,Adams Street (S),90210,1679
12837,7247,Valley Road (S),23690,25954
12838,5167,Spring Street (S),07470,16559
12839,3087,Magnolia Avenue (S),02420,9801
12840,1007,Maple Avenue (S),07470,16559
12841,8926,Maple Avenue (S),80301,2835
12842,6846,Oak Street (S),02382,10049
12843,4766,Lakeview Drive (S),02375,9957
12844,2686,Pine Street (S),20814,10093
12845,606,Cedar Lane (S),23661,25531
12846,8525,Cedar Lane (S),02368,9912
12847,6445,Washington Avenue (S),75201,23860
12848,4365,Park Road (S),03431,15917
12849,2285,Sunset Boulevard (S),90069,2748
12850,205,Riverside Drive (S),02368,9912
12851,8124,Riverside Drive (S),23661,25531
12852,6044,Highland Avenue (S),23661,25531
12853,3964,Meadow Lane (S),20815,10137
12854,1884,Hillcrest Road (S),90001,2196
12855,9803,Hillcrest Road (S),80301,2835
12856,7723,Lincoln Street (S),20815,10137
12857,5643,Willow Avenue (S),44702,18699
12858,3563,Cherry Lane (S),75201,23860
12859,1483,Forest Drive (S),20815,10137
12860,9402,Forest Drive (S),75201,23860
12861,7322,Adams Street (S),03101,15934
12862,5242,Valley Road (S),75201,23860
12863,3162,Spring Street (S),44702,18699
12864,1082,Magnolia Avenue (S),23661,25531
12865,9001,Magnolia Avenue (S),02360,9905
12866,6921,Maple Avenue (S),03101,15934
12867,4841,Oak Street (S),03101,15934
12868,2761,Lakeview Drive (S),90001,2196
12869,681,Pine Street (S),02360,9905
12870,8600,Pine Street (S),02359,9899
12871,6520,Cedar Lane (S),80301,2835
12872,4440,Washington Avenue (S),27511,14285
12873,2360,Park Road (S),44641,19049
12874,280,Sunset Boulevard (S),34741,3720
12875,8199,Sunset Boulevard (S),44615,18704
12876,6119,Riverside Drive (S),02351,9601
12877,4039,Highland Avenue (S),02351,9601
12878,1959,Meadow Lane (S),02351,9601
12879,9878,Meadow Lane (S),02351,9601
12880,7798,Hillcrest Road (S),75201,23860
12881,5718,Lincoln Street (S),90001,2196
12882,3638,Willow Avenue (S),02351,9601
12883,1558,Cherry Lane (S),44502,19567
12884,9477,Cherry Lane (S),23601,25700
12885,7397,Forest Drive (S),27511,14285
12886,5317,Adams Street (S),34741,3720
12887,3237,Valley Road (S),02351,9601
12888,1157,Spring Street (S),02351,9601
12889,9076,Spring Street (S),90001,2196
12890,6996,Magnolia Avenue (S),75201,23860
12891,4916,Maple Avenue (S),23601,25700
12892,2836,Oak Street (S),80202,2894
12893,756,Lakeview Drive (S),20814,10093
12894,8675,Lakeview Drive (S),20814,10093
12895,6595,Pine Street (S),34741,3720
12896,4515,Cedar Lane (S),27511,14285
12897,2435,Washington Avenue (S),07405,16105
12898,355,Park Road (S),23601,25700
12899,8274,Park Road (S),20794,10265
12900,6194,Sunset Boulevard (S),02301,9652
12901,4114,Riverside Drive (S),27514,14296
12902,2034,Highland Avenue (S),80202,2894
12903,9953,Highland Avenue (S),90001,2196
12904,7873,Meadow Lane (S),89701,16937
12905,5793,Hillcrest Road (S),07302,16259
12906,3713,Lincoln Street (S),34711,3571
12907,1633,Willow Avenue (S),75201,23860
12908,9552,Willow Avenue (S),07302,16259
12909,7472,Cherry Lane (S),75201,23860
12910,5392,Forest Drive (S),44301,18558
12911,3312,Adams Street (S),23601,25700
12912,1232,Valley Road (S),23601,25700
12913,9151,Valley Road (S),89501,16992
12914,7071,Spring Street (S),89501,16992
12915,4991,Magnolia Avenue (S),27514,14296
12916,2911,Maple Avenue (S),90001,2196
12917,831,Oak Street (S),89501,16992
12918,8750,Oak Street (S),23601,25700
12919,6670,Lakeview Drive (S),75201,23860
12920,4590,Pine Street (S),27514,14296
12921,2510,Cedar Lane (S),44301,18558
12922,430,Washington Avenue (S),02190,9966
12923,8349,Washington Avenue (S),27514,14296
12924,6269,Park Road (S),44301,18558
12925,4189,Sunset Boulevard (S),80202,2894
12926,2109,Riverside Drive (S),75201,23860
12927,29,Highland Avenue (S),80202,2894
12928,7948,Highland Avenue (S),89501,16992
12929,5868,Meadow Lane (S),20781,10257
12930,3788,Hillcrest Road (S),89501,16992
12931,1708,Lincoln Street (S),75201,23860
12932,9627,Lincoln Street (S),20781,10257
12933,7547,Willow Avenue (S),02190,9966
12934,5467,Cherry Lane (S),89501,16992
12935,3387,Forest Drive (S),34698,3608
12936,1307,Adams Street (S),23601,25700
12937,9226,Adams Street (S),23601,25700
12938,7146,Valley Road (S),20781,10257
12939,5066,Spring Street (S),20781,10257
12940,2986,Magnolia Avenue (S),89501,16992
12941,906,Maple Avenue (S),20781,10257
12942,8825,Maple Avenue (S),07302,16259
12943,6745,Oak Street (S),75201,23860
12944,4665,Lakeview Drive (S),27509,14271
12945,2585,Pine Street (S),89501,16992
12946,505,Cedar Lane (S),44280,19474
12947,8424,Cedar Lane (S),02188,10045
12948,6344,Washington Avenue (S),27506,14264
12949,4264,Park Road (S),02188,10045
12950,2184,Sunset Boulevard (S),90001,2196
12951,104,Riverside Drive (S),44256,19101
12952,8023,Riverside Drive (S),27511,14285
12953,5943,Highland Avenue (S),07302,16259
12954,3863,Meadow Lane (S),20781,10257
12955,1783,Hillcrest Road (S),20781,10257
12956,9702,Hillcrest Road (S),27503,14219
12957,7622,Lincoln Street (S),00601,3064
12958,5542,Willow Avenue (S),90001,2196
12959,3462,Cherry Lane (S),34683,3849
12960,1382,Forest Drive (S),80241,3152
12961,9301,Forest Drive (S),20781,10257
12962,7221,Adams Street (S),89501,16992
12963,5141,Valley Road (S),80202,2894
12964,3061,Spring Street (S),02184,9647
12965,981,Magnolia Avenue (S),00601,3064
12966,8900,Magnolia Avenue (S),80202,2894
12967,6820,Maple Avenue (S),90001,2196
12968,4740,Oak Street (S),44221,18775
12969,2660,Lakeview Drive (S),23502,25706
12970,580,Pine Street (S),23502,25706
12971,8499,Pine Street (S),20781,10257
12972,6419,Cedar Lane (S),34683,3849
12973,4339,Washington Avenue (S),89501,16992
12974,2259,Park Road (S),34683,3849
12975,179,Sunset Boulevard (S),07203,16475
12976,8098,Sunset Boulevard (S),80202,2894
12977,6018,Riverside Drive (S),75201,23860
12978,3938,Highland Avenue (S),00601,18611
12979,1858,Meadow Lane (S),00601,18611
12980,9777,Meadow Lane (S),02176,9826
12981,7697,Hillcrest Road (S),07201,16166
12982,5617,Lincoln Street (S),27511,14285
12983,3537,Willow Avenue (S),80202,2894
12984,1457,Cherry Lane (S),80202,2894
12985,9376,Cherry Lane (S),07102,16380
12986,7296,Forest Drive (S),75201,23860
12987,5216,Adams Street (S),90001,2196
12988,3136,Valley Road (S),23502,25706
12989,1056,Spring Street (S),80202,2894
12990,8975,Spring Street (S),80202,2894
12991,6895,Magnolia Avenue (S),89431,17003
12992,4815,Maple Avenue (S),75201,23860
12993,2735,Oak Street (S),07110,16392
12994,655,Lakeview Drive (S),75201,23860
12995,8574,Lakeview Drive (S),90001,2196
12996,6494,Pine Street (S),89431,17003
12997,4414,Cedar Lane (S),27502,14202
12998,2334,Washington Avenue (S),27502,14202
12999,254,Park Road (S),34652,3804
13000,8173,Park Road (S),20770,10236
13001,6093,Sunset Boulevard (S),20770,10236
13002,4013,Riverside Drive (S),80202,2894
13003,1933,Highland Avenue (S),44117,18831
13004,9852,Highland Avenue (S),20770,10236
13005,7772,Meadow Lane (S),90001,2196
13006,5692,Hillcrest Road (S),75201,23860
13007,3612,Lincoln Street (S),23502,25706
13008,1532,Willow Avenue (S),75201,23860
13009,9451,Willow Avenue (S),75201,23860
13010,7371,Cherry Lane (S),80202,2894
13011,5291,Forest Drive (S),44101,18737
13012,3211,Adams Street (S),23502,25706
13013,1131,Valley Road (S),44101,18737
13014,9050,Valley Road (S),90001,2196
13015,6970,Spring Street (S),80202,2894
13016,4890,Magnolia Avenue (S),44101,18737
13017,2810,Maple Avenue (S),27401,14444
13018,730,Oak Street (S),27401,14444
13019,8649,Oak Street (S),90001,2196
13020,6569,Lakeview Drive (S),75201,23860
13021,4489,Pine Street (S),89101,16967
13022,2409,Cedar Lane (S),20747,10177
13023,329,Washington Avenue (S),90001,2196
13024,8248,Washington Avenue (S),27401,14444
13025,6168,Park Road (S),20747,10177
13026,4088,Sunset Boulevard (S),89101,16967
13027,2008,Riverside Drive (S),80202,2894
13028,9927,Riverside Drive (S),44122,18606
13029,7847,Highland Avenue (S),02149,9724
13030,5767,Meadow Lane (S),02149,9724
13031,3687,Hillcrest Road (S),75201,23860
13032,1607,Lincoln Street (S),75201,23860
13033,9526,Lincoln Street (S),75201,23860
13034,7446,Willow Avenue (S),07083,16539
13035,5366,Cherry Lane (S),02143,9949
13036,3286,Forest Drive (S),80202,2894
13037,1206,Adams Street (S),23502,25706
13038,9125,Adams Street (S),27401,14444
13039,7045,Valley Road (S),07081,16514
13040,4965,Spring Street (S),00601,19382
13041,2885,Magnolia Avenue (S),34470,3820
13042,805,Maple Avenue (S),90001,2196
13043,8724,Maple Avenue (S),75201,23860
13044,6644,Oak Street (S),02138,9659
13045,4564,Lakeview Drive (S),75201,23860
13046,2484,Pine Street (S),44122,18606
13047,404,Cedar Lane (S),07080,16508
13048,8323,Cedar Lane (S),75201,23860
13049,6243,Washington Avenue (S),80202,2894
13050,4163,Park Road (S),89101,16967
13051,2083,Sunset Boulevard (S),07080,16508
13052,3,Riverside Drive (S),27401,14444
13053,7922,Riverside Drive (S),89101,16967
13054,5842,Highland Avenue (S),90001,2196
13055,3762,Meadow Lane (S),27401,14444
13056,1682,Hillcrest Road (S),80202,2894
13057,9601,Hillcrest Road (S),20746,10416
13058,7521,Lincoln Street (S),80202,2894
13059,5441,Willow Avenue (S),23451,25908
13060,3361,Cherry Lane (S),75201,23860
13061,1281,Forest Drive (S),07078,16495
13062,9200,Forest Drive (S),89101,16967
13063,7120,Adams Street (S),27401,14444
13064,5040,Valley Road (S),89101,16967
13065,2960,Spring Street (S),02138,9659
13066,880,Magnolia Avenue (S),80202,2894
13067,8799,Magnolia Avenue (S),02138,9659
13068,6719,Maple Avenue (S),02138,9659
13069,4639,Oak Street (S),27401,14444
13070,2559,Lakeview Drive (S),07075,16581
13071,479,Pine Street (S),20744,10207
13072,8398,Pine Street (S),07075,16581
13073,6318,Cedar Lane (S),80202,2894
13074,4238,Washington Avenue (S),02136,9783
13075,2158,Park Road (S),80202,2894
13076,78,Sunset Boulevard (S),90001,2196
13077,7997,Sunset Boulevard (S),07073,16158
13078,5917,Riverside Drive (S),90001,2196
13079,3837,Highland Avenue (S),27401,14444
13080,1757,Meadow Lane (S),90001,2196
13081,9676,Meadow Lane (S),20743,10124
13082,7596,Hillcrest Road (S),44101,18737
13083,5516,Lincoln Street (S),23451,25908
13084,3436,Willow Avenue (S),23451,25908
13085,1356,Cherry Lane (S),02132,10029
13086,9275,Cherry Lane (S),90001,2196
13087,7195,Forest Drive (S),27401,14444
13088,5115,Adams Street (S),02132,10029
13089,3035,Valley Road (S),20740,10150
13090,955,Spring Street (S),80202,2894
13091,8874,Spring Street (S),02131,9922
13092,6794,Magnolia Avenue (S),02131,9922
13093,4714,Maple Avenue (S),02131,9922
13094,2634,Oak Street (S),89101,16967
13095,554,Lakeview Drive (S),02131,9922
13096,8473,Lakeview Drive (S),07068,16474
13097,6393,Pine Street (S),27401,14444
13098,4313,Cedar Lane (S),89101,16967
13099,2233,Washington Avenue (S),02108,9643
13100,153,Park Road (S),80202,2894
13101,8072,Park Road (S),34231,3903
13102,5992,Sunset Boulevard (S),02129,9666
13103,3912,Riverside Drive (S),02129,9666
13104,1832,Highland Avenue (S),89101,16967
13105,9751,Highland Avenue (S),90001,2196
13106,7671,Meadow Lane (S),02129,9666
13107,5591,Hillcrest Road (S),80202,2894
13108,3511,Lincoln Street (S),89101,16967
13109,1431,Willow Avenue (S),90001,2196
13110,9350,Willow Avenue (S),89101,16967
13111,7270,Cherry Lane (S),23451,25908
13112,5190,Forest Drive (S),02108,9643
13113,3110,Adams Street (S),02108,9643
13114,1030,Valley Road (S),80202,2894
13115,8949,Valley Road (S),20715,10101
13116,6869,Spring Street (S),75201,23860
13117,4789,Magnolia Avenue (S),20712,10314
13118,2709,Maple Avenue (S),80202,2894
13119,629,Oak Street (S),90001,2196
13120,8548,Oak Street (S),75201,23860
13121,6468,Lakeview Drive (S),20712,10314
13122,4388,Pine Street (S),90001,2196
13123,2308,Cedar Lane (S),07054,16413
13124,228,Washington Avenue (S),90001,2196
13125,8147,Washington Avenue (S),89101,16967
13126,6067,Park Road (S),90001,2196
13127,3987,Sunset Boulevard (S),07052,16569
13128,1907,Riverside Drive (S),27284,14516
13129,9826,Riverside Drive (S),80202,2894
13130,7746,Highland Avenue (S),23451,25908
13131,5666,Meadow Lane (S),23451,25908
13132,3586,Hillcrest Road (S),80202,2894
13133,1506,Lincoln Street (S),23451,25908
13134,9425,Lincoln Street (S),75201,23860
13135,7345,Willow Avenue (S),27284,14516
13136,5265,Cherry Lane (S),20707,10277
13137,3185,Forest Drive (S),00601,3012
13138,1105,Adams Street (S),75201,23860
13139,9024,Adams Street (S),23451,25908
13140,6944,Valley Road (S),89101,16967
13141,4864,Spring Street (S),89101,16967
13142,2784,Magnolia Avenue (S),27282,14504
13143,704,Maple Avenue (S),02108,9643
13144,8623,Maple Avenue (S),02108,9643
13145,6543,Oak Street (S),44101,18737
13146,4463,Lakeview Drive (S),44101,18737
13147,2383,Pine Street (S),44101,18737
13148,303,Cedar Lane (S),27278,14481
13149,8222,Cedar Lane (S),75201,23860
13150,6142,Washington Avenue (S),44101,18737
13151,4062,Park Road (S),07044,16544
13152,1982,Sunset Boulevard (S),27278,14481
13153,9901,Sunset Boulevard (S),02108,9643
13154,7821,Riverside Drive (S),80202,2894
13155,5741,Highland Avenue (S),90001,2196
13156,3661,Meadow Lane (S),23451,25908
13157,1581,Hillcrest Road (S),27278,14481
13158,9500,Hillcrest Road (S),20707,10277
13159,7420,Lincoln Street (S),90001,2196
13160,5340,Willow Avenue (S),80202,2894
13161,3260,Cherry Lane (S),80202,2894
13162,1180,Forest Drive (S),90001,2196
13163,9099,Forest Drive (S),27260,14476
13164,7019,Adams Street (S),75201,23860
13165,4939,Valley Road (S),34231,3903
13166,2859,Spring Street (S),80202,2894
13167,779,Magnolia Avenue (S),07042,16350
13168,8698,Magnolia Avenue (S),07042,16350
13169,6618,Maple Avenue (S),34231,3903
13170,4538,Oak Street (S),02108,9643
13171,2458,Lakeview Drive (S),44070,19225
